text,label,clean_text
"` :: Oh yeah. Your crack team of ``encyclopedists`` probably won't notice. You probably can you remove the anti-neutrality complaint at the top of 1983 West Bank fainting empidemic now. And, no. You're not welcome. You can have the propagandists. The field is all theres. (Though I will always be fascinated as to how the article i spent the most time on was ignored when it was claimed that all my articles were intersecting with the work of another propagandist. The main focus had nothing to do with that propagandist. A true puzzle, that.)`",threat,  oh yeah your crack team of encyclopedists probably wont notice you probably can you remove the antineutrality complaint at the top of  west bank fainting empidemic now and no youre not welcome you can have the propagandists the field is all theres though i will always be fascinated as to how the article i spent the most time on was ignored when it was claimed that all my articles were intersecting with the work of another propagandist the main focus had nothing to do with that propagandist a true puzzle that
 I do the cha cha like a faggot.,threat, i do the cha cha like a faggot
"  == LOL Nawlin, you are so predictable it's funny. ==  I knew you would spot my edits within a few hours and quickly censor them because you are a Commie scum who hates the truth.",threat,   lol nawlin you are so predictable its funny   i knew you would spot my edits within a few hours and quickly censor them because you are a commie scum who hates the truth
"  I don't like your attitude and the way you think, you are so narrow-minded and a very mean person. I am a new person to Wikipedia and I still don't understand how to use these copyright tags. Of course Kennett and Kriner are not 50 yo pix - I know that. You know what - stuff this and I quit all together. You and all your bullies Wikipedians can do these bloody jobs.  ",threat,  i dont like your attitude and the way you think you are so narrowminded and a very mean person i am a new person to wikipedia and i still dont understand how to use these copyright tags of course kennett and kriner are not  yo pix  i know that you know what  stuff this and i quit all together you and all your bullies wikipedians can do these bloody jobs  
  == What RealDealBillMcNeal really is ==  RealDealBillMcNeal is a big fat retard.,threat,   what realdealbillmcneal really is   realdealbillmcneal is a big fat retard
  == i hate k6ka ==  he took down what i had put up and thinks he is the boss but he is not and should really put my content back up!!!!!!!!!,threat,   i hate    he took down what i had put up and thinks he is the boss but he is not and should really put my content back up
"  == Wikiwankers ==  Sitush, material scientist and co, you do not own Wikipedia. You have had serious complaints against you proven, I have not. There are over 30,000 editors and a dozen or so of your chum administrators cannot overrule the rest of us. WE do not need to comply with YOUR rules because YOU do not speak for everyone. Wikipedia Is not your personal toy. If you think it is please reply in detail explaining how I can process my complaint against the Sitush Club. (  )",threat,   wikiwankers   sitush material scientist and co you do not own wikipedia you have had serious complaints against you proven i have not there are over  editors and a dozen or so of your chum administrators cannot overrule the rest of us we do not need to comply with your rules because you do not speak for everyone wikipedia is not your personal toy if you think it is please reply in detail explaining how i can process my complaint against the sitush club   
  == WTF! ==  u fckin faggot ass mutha fcker u jus re-did and delted my work and my gay school! WTF IS UR PROMBLEM U GAY CHILD MOLESTER!!!!,threat,   wtf   u fckin faggot ass mutha fcker u jus redid and delted my work and my gay school wtf is ur promblem u gay child molester
  == ADMINS SCREW OFF ==  SCREW OFF YOU FUCKING RETARDED ADMIN!!!,threat,   admins screw off   screw off you fucking retarded admin
"`==No, you are== Patrick, I think we can all clearly see that you really are the uneducated ``fucker`` in this case.   `",threat,no you are patrick i think we can all clearly see that you really are the uneducated fucker in this case   
"  ==I'm gonna get the ACLU on you, you racist anti-latino gringo!== We're gonna be the majority of this country in 50 years, so shut up and don't revert my edits! The ACLU is on you for infringing my first ammendment rights!  ",threat,  im gonna get the aclu on you you racist antilatino gringo were gonna be the majority of this country in  years so shut up and dont revert my edits the aclu is on you for infringing my first ammendment rights  
"  It should also be noted that MONGO's reason for blocking me includes a claim that I've been repeatedly blocked for harrassment, even though he is the only person who has even accused me of harrassment.",threat,  it should also be noted that mongos reason for blocking me includes a claim that ive been repeatedly blocked for harrassment even though he is the only person who has even accused me of harrassment
"He's a sockpuppet for a spammer whose site I got blacklisted, so I've already reported him as such. ",threat,hes a sockpuppet for a spammer whose site i got blacklisted so ive already reported him as such 
 :Go fuck yourself you sick twisted sack of shite   ,threat, go fuck yourself you sick twisted sack of shite   
  WALKERS BAKED ARE VERY DIFFERENT!!!  70% LESS FAT   ITS ONLY 30% THE SAME   YOU ANUS,threat,  walkers baked are very different   less fat   its only  the same   you anus
"` :You're an idiot, seriously. It's Freeza, Freeza is the correct translation and therefore he should be refereed to as Freeza. ``Frieza`` doesn't even make the correct sound, it's an old dub term that has no relevance towards the actual spelling of his name. http://www.vegettoex.com/blog/2009/12/16/why-the-frieza-spelling-drives-me-nuts/`",threat, youre an idiot seriously its freeza freeza is the correct translation and therefore he should be refereed to as freeza frieza doesnt even make the correct sound its an old dub term that has no relevance towards the actual spelling of his name 
`  Study some linguistics before you say something idiotic like ``since when do verbs have plurals.`` Moron.`,threat,  study some linguistics before you say something idiotic like since when do verbs have plurals moron
  == Febuary 2009 ==  Why is it okay for admin-types like you to use the F word but when i use it it's a socalled personal attack? How do you figure? I didn't even personally attack him. Why don't you explain instead of using generic templates to express what you want me to do??   ,threat,   febuary    why is it okay for admintypes like you to use the f word but when i use it its a socalled personal attack how do you figure i didnt even personally attack him why dont you explain instead of using generic templates to express what you want me to do   
" ==Sitush Bastard== Sitush is a bastard, Crook, Rogue, Vagabond, rascal, son of a bitch, dirty creature and everything the lowest form of human deserves to be condemned with.",threat, sitush bastard sitush is a bastard crook rogue vagabond rascal son of a bitch dirty creature and everything the lowest form of human deserves to be condemned with
 Douchebag is a washed up has been who is mostly a crackhead bitch.,threat, douchebag is a washed up has been who is mostly a crackhead bitch
"`WHAT??? Till he's retired?? He is the first player to not win a championship with back to back MVPs. It's redundant?? So is everything positive about the guy. No it is not because people from all around the world don't know that. Do you want me to add NEVER??? I will add it. It is not inappropriate. Explain how the other players are appropriate then??? Explain that category that he falls into with the 8 others. They did not vote him as MVP and most of them were not playing when he ``WON`` his back to back awards. He is also different from those guys because he never won a championships. He is the same as those 8, now we must post how he's different. You have agendas man, that is why this site is so horrible. It is so biased.  hganesan  `",threat,what till hes retired he is the first player to not win a championship with back to back mvps its redundant so is everything positive about the guy no it is not because people from all around the world dont know that do you want me to add never i will add it it is not inappropriate explain how the other players are appropriate then explain that category that he falls into with the  others they did not vote him as mvp and most of them were not playing when he won his back to back awards he is also different from those guys because he never won a championships he is the same as those  now we must post how hes different you have agendas man that is why this site is so horrible it is so biased  hganesan  
"How about this? Instead, block Kinu for being such a Nazi and blocking me for no damn reason what-so-fucking-ever!!!     ",threat,how about this instead block kinu for being such a nazi and blocking me for no damn reason whatsofuckingever     
Im 12 and i can understand it perfectly. You should learn english instead of making us dumb it down for you.  ,threat,im  and i can understand it perfectly you should learn english instead of making us dumb it down for you  
  ::Idiots.    ,threat,  idiots    
  == http://en.wikipedia.org/wiki/Talk:Saul_Alinsky#Question:_Alinsky_as_a_conservative_bugbear ==  Looks like a couple of nazi liar admins have banned creation of this section by banning the requester on false pretenses.  Sorry to have to let you know.,threat,      looks like a couple of nazi liar admins have banned creation of this section by banning the requester on false pretenses  sorry to have to let you know
  == You are a faggit == Get a life and lick my ball sack.  ,threat,   you are a faggit  get a life and lick my ball sack  
  -good i hope you die inshallah   ,threat,  good i hope you die inshallah   
"  == Speedy Deletion ==  I am fairly sure this violates G3, I mean when has Bono ever being praised, does anyone like Bono other than Bono? No, didn't think so, delete this drivel obviously written by Bono himself while I continue sharing the new U2 album on bit-torrent, because I can't stand Bono that much.  ",threat,   speedy deletion   i am fairly sure this violates  i mean when has bono ever being praised does anyone like bono other than bono no didnt think so delete this drivel obviously written by bono himself while i continue sharing the new  album on bittorrent because i cant stand bono that much  
". PS: I'm a fucking cunt piece of shit. I hope I die and rot in hell because I accused someone of editing a page they didn't edit. I should rot in hell, the fucking cunthole asshole penis head I am",threat, ps im a fucking cunt piece of shit i hope i die and rot in hell because i accused someone of editing a page they didnt edit i should rot in hell the fucking cunthole asshole penis head i am
   == Anonymous ==  You gay Afambro fuck you,threat,    anonymous   you gay afambro fuck you
"  == Black men can't... ==  Black men can't read, write, spell, walk, think, dress or speak, but appareantly they can jump...",threat,   black men cant   black men cant read write spell walk think dress or speak but appareantly they can jump
  damn this sucks (  R.I.P.,threat,  damn this sucks   rip
  == RE: Removal of Templates ==  I would be most grateful if you would rot in hell.,threat,   re removal of templates   i would be most grateful if you would rot in hell
NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER,threat,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger
Kleargear paid whoore = (_O_)   ,threat,kleargear paid whoore  o   
"  == help ==  Do you enjoy screwing your dog on a regular basis? Or is it just a special occasion thing......  You pick corn out of your feces so you can eat it again too, I suppose.",threat,   help   do you enjoy screwing your dog on a regular basis or is it just a special occasion thing  you pick corn out of your feces so you can eat it again too i suppose
"`   Pal.  I wasnt going fan boy (unlike you who go fag boy.)  Read a bit about Popper.  Read what fellow players say.  Check out a few harp learning sites.  All say things like ``learn to play like Popper.``  Read what the fans say ``Popper is the greatest harp blower since (blank.)  Read a critical review.  ``Popper's playing is awesome.``  Big fucking deal, you wrote 3 lines about Hohner, which gives you the right to change the Popper page.  Real mature, and tell your mate ``Curps`` that this is my talk page, so it's my rules.  He's guilty of vandalism too.  Bunch of fucking commie faggots.`",threat,   pal  i wasnt going fan boy unlike you who go fag boy  read a bit about popper  read what fellow players say  check out a few harp learning sites  all say things like learn to play like popper  read what the fans say popper is the greatest harp blower since blank  read a critical review  poppers playing is awesome  big fucking deal you wrote  lines about hohner which gives you the right to change the popper page  real mature and tell your mate curps that this is my talk page so its my rules  hes guilty of vandalism too  bunch of fucking commie faggots
" You're an idea vandal and a thug, because instead of reworking new contributions, you erase them and start personal attacks, misusing mediation without giving the target an opportunity to reply.",threat, youre an idea vandal and a thug because instead of reworking new contributions you erase them and start personal attacks misusing mediation without giving the target an opportunity to reply
  == THIS IS YOUR LAST WARNING ==  You will be blocked for your protection of baby killing communists such as Barack Obama.,threat,   this is your last warning   you will be blocked for your protection of baby killing communists such as barack obama
"`    just look at what this fucktard ````Future Perfect at Sunrise```` gave me as a reason he said I was banned persistent disruptive editing: move-warring, copy-and-paste moves, personal attacks, tendentious editing  ``personal attacks`` and who the fuck done a personal attack? I've never made a personal attack on here. and I have been in here for nearly 5 years and I only bash on u cause u son of bitch blocked me for no reason.  `` tendentious editing`` is totally a false accusation.  now fuck off ``Future Perfect at Sunrise`` and ur henchman. `",threat,    just look at what this fucktard future perfect at sunrise gave me as a reason he said i was banned persistent disruptive editing movewarring copyandpaste moves personal attacks tendentious editing  personal attacks and who the fuck done a personal attack ive never made a personal attack on here and i have been in here for nearly  years and i only bash on u cause u son of bitch blocked me for no reason   tendentious editing is totally a false accusation  now fuck off future perfect at sunrise and ur henchman 
"  == FYI ==  She's a Nobel laureate, you stupid cunt.   ",threat,   fyi   shes a nobel laureate you stupid cunt   
"  Well you're a liar, an outright liar, and nothing but a liar.  You do cherry-pick quotations to prove your own pre-existing opinions.  You're such a thick headed jack ass, you do not have enough sense to see the need for different viewpoints.  All you know how to do is jump in and destroy good work without bothering to think or give consideration to anything that is contrary to your narrow minded, bigoted point of view.  You're really a thick headed jack ass.  You don't know how to communicate.  You are incapable of understanding anything that is contrary to you narrow minded bigoted point of view.  It is because of you that we have many low quality articles on Wikipedia.    ",threat,  well youre a liar an outright liar and nothing but a liar  you do cherrypick quotations to prove your own preexisting opinions  youre such a thick headed jack ass you do not have enough sense to see the need for different viewpoints  all you know how to do is jump in and destroy good work without bothering to think or give consideration to anything that is contrary to your narrow minded bigoted point of view  youre really a thick headed jack ass  you dont know how to communicate  you are incapable of understanding anything that is contrary to you narrow minded bigoted point of view  it is because of you that we have many low quality articles on wikipedia    
 u guys are all a bunch of jerks fuck u i hate you,threat, u guys are all a bunch of jerks fuck u i hate you
       YOU                       CUNT,threat,       you                       cunt
  == Yamla_likes_to_fuck_babies_up_the_ass_wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww ==  Willy on Wheels is the ultimate vandal. JLaTondre should fuck off wikipedia and get raped in the eye!,threat,   yamlalikestofuckbabiesuptheasswwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww   willy on wheels is the ultimate vandal jlatondre should fuck off wikipedia and get raped in the eye
"`  The Administrator Kafziel is an asshole! (Sorry for writing that on your page User talk:76.199.9.176 but it is true) Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter: Ernesto Guevara de la Serna.  ````Hasta La Victoria Siempre`````",threat,  the administrator kafziel is an asshole sorry for writing that on your page user  but it is true join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators especially the evil dark lordfuck head kafziel from your fellow blocked vandal freedom fighter ernesto guevara de la serna  hasta la victoria siempre
" ::::::WRONG. You unprotected AND moved the page. During my block, so I could not say anything against. Nice behaviour, b proud of yourself. ",threat, wrong you unprotected and moved the page during my block so i could not say anything against nice behaviour b proud of yourself 
"  == Info ==  You are a cunt. I make this open war now, and will seek to make your ife on here as upleasant as possible",threat,   info   you are a cunt i make this open war now and will seek to make your ife on here as upleasant as possible
"`   ::The minute you said this you lost all credibility,   ``Flight 30 is notable because a big hole appeared in the aircraft, Flight 9336 is notable because there were injuries``(EARACHES)  ``As for damage to an object or damage to people, I think most people would say that physical injuries to people are far more serious than repairable damage to an aircraft.`` (YEAH AN EXPLOSION THAT RIPS A HOLE IN THE SIDE OF AN AIRCRAFT IS MUCH LESS SERIOUS THAN EARACHES.)  ``You keep ignoring the potentially serious injuries that cause 26 people to be sent to hospital.`` (ARE YOU AN ATTORNEY HARRY?? I BET THERE IS SOME LAWYER GETTING READY TO FILE A LAWSUIT AGAINST RYANAIR USING THEM EXACT SAME WORDS, PERMANENT EAR DAMAGE, MAYBE THE PILOT SHOULD HAVE TOLD THEM TO SUCK ON SOME CANDY OR CHEW GUM BEFORE HE STARTED THE DESCENT!!!)  As someone who claims to know so much about aviation, you might want to acquaint yourself with http://www.avherald.com. If an incident is a C (crash) or an A (accident) on that site, it is serious enough to be considered for inclusion. (HA, IT STILL MAKES ME LAUGH EVERYTIME I READ THAT COMMENT)  ``It is (at www.avherald com, which takes it beyond the tabloid journalism and classifies it as an ``accident`` rather than an incident) so there is no reason why this adequately sourced addition should be removed, especially when the dangerous approaches paragraph remains.`` (OH YEAH THE AVHERALD, THERE WEBSITE IS TRULY AMAZING AND THE CLASSIFICATION SYSTEM IS BEYOND BELIEF. EVERYBODY KNOWS THAT A DECOMPRESSION IS MUCH MORE SERIOUS THAN PILOTS ATTEMPTING TO FLY AN IFR APPROACH WHEN THE ILS IS OUT OF SERVICE WITH LOW CLOUDS AND NOT REALIZING IT UNTIL THEY BROKE OUT OF THE CLOUDS A FEW HUNDRED FEET AND REALIZED THEY WERE ALREADY HALF WAY OVER THE RUNWAY, GOING TO FAST, AND TEHN  AND NOT REALIZING IT OR A PILOT THAT INSTEAD OF DOING A MISSED APPROACH, BANKS THE AIRCRAFT HARD TO THE RIGHT AT LOW ALTITUDE AND PROCEEDS TO CIRCLE BACK TO THE AIRPORT A FEW HUNDRED FEET ABOVE THE GROUND A LOW SPEED)   ``Nothing wrong with the plane??? Planes just routinely depressurise for no reason do they?``(NOT EVERYDAY BUT PROBABLY ONE OF THE MORE COMMON EVENTS, ITS AMAZING THAT WE DON'T HAVE THOUSANDS OF DEAD PEOPLE EVERY YEAR BECAUSE DECOMPRESSION IS SUCH A SERIOUS INCIDENT IN YOUR OPINION)  Also as someone who claims to know about aviation, you should know that rapid decompression and descent can lead to serious inner ear problems. The injuries may have been ``all in their heads``, but that is because it's where their inner ears are. The were NO injuries in the QANTAS 30 incident. Despite being more spectacular, it was not as serious as the Ryanair incident, (I THINK YOU ARE CONFUSING RAPID DECOMPRESSION WITH EXPLOSIVE DECOMPRESSION, ALSO THE PILOTS GET WARNINGS AND THE MASKS DROP BEFORE PRESSURIZATION ALTITUDE GETS TOO HIGH SO ESSENTIALLY THEY ARE MOST LIKELY DOWN BELOW 10,000FEET BEFORE ANYTHING SERIOUS CAN HAPPEN. BUT YOUR SO RIGHT THAT THE QUANTAS INCIDENT IS LESS SERIOUS, THAT IS WHY THE NEXT DAY THE RYANAIR PLANE WAS FLYING AGAIN AND THE QANTAS FLIGHT WAS GETTING THE HOLE IN THE SIDE OF FUSELAGE FIXED)   HARRY MORE PEOPLE LIKE YOU SHOULD FOR THE FAA, IT WOULD BE MUCH EASIER ``YEAH I KNOW I WAS DRUNK WHILE I WAS FLYING, BUT NOBODY GOT HURT.``   `",threat,   the minute you said this you lost all credibility   flight  is notable because a big hole appeared in the aircraft flight  is notable because there were injuriesearaches  as for damage to an object or damage to people i think most people would say that physical injuries to people are far more serious than repairable damage to an aircraft yeah an explosion that rips a hole in the side of an aircraft is much less serious than earaches  you keep ignoring the potentially serious injuries that cause  people to be sent to hospital are you an attorney harry i bet there is some lawyer getting ready to file a lawsuit against ryanair using them exact same words permanent ear damage maybe the pilot should have told them to suck on some candy or chew gum before he started the descent  as someone who claims to know so much about aviation you might want to acquaint yourself with  if an incident is a c crash or an a accident on that site it is serious enough to be considered for inclusion ha it still makes me laugh everytime i read that comment  it is at  com which takes it beyond the tabloid journalism and classifies it as an accident rather than an incident so there is no reason why this adequately sourced addition should be removed especially when the dangerous approaches paragraph remains oh yeah the avherald there website is truly amazing and the classification system is beyond belief everybody knows that a decompression is much more serious than pilots attempting to fly an ifr approach when the ils is out of service with low clouds and not realizing it until they broke out of the clouds a few hundred feet and realized they were already half way over the runway going to fast and tehn  and not realizing it or a pilot that instead of doing a missed approach banks the aircraft hard to the right at low altitude and proceeds to circle back to the airport a few hundred feet above the ground a low speed   nothing wrong with the plane planes just routinely depressurise for no reason do theynot everyday but probably one of the more common events its amazing that we dont have thousands of dead people every year because decompression is such a serious incident in your opinion  also as someone who claims to know about aviation you should know that rapid decompression and descent can lead to serious inner ear problems the injuries may have been all in their heads but that is because its where their inner ears are the were no injuries in the qantas  incident despite being more spectacular it was not as serious as the ryanair incident i think you are confusing rapid decompression with explosive decompression also the pilots get warnings and the masks drop before pressurization altitude gets too high so essentially they are most likely down below  before anything serious can happen but your so right that the quantas incident is less serious that is why the next day the ryanair plane was flying again and the qantas flight was getting the hole in the side of fuselage fixed   harry more people like you should for the faa it would be much easier yeah i know i was drunk while i was flying but nobody got hurt   
  ::How about you fuck off and don't stalk my edits?    ,threat,  how about you fuck off and dont stalk my edits    
  ==Idiots==  I have already file a formal compliant with their web hosting company and the police about this site. When they are closed down I will laugh.,threat,  idiots  i have already file a formal compliant with their web hosting company and the police about this site when they are closed down i will laugh
fag that can't get laid,threat,fag that cant get laid
  Fuck off with your changing of genres of songs you sick motherfucker.,threat,  fuck off with your changing of genres of songs you sick motherfucker
"  == Jack and Jill ==  Oh come on, just because you come from that ass-retarded Prince George and that your Dad also happens to be your sister, it's no reason to be such a fucking pain in the ass. Maybe you should move to Prince Rupert if you are that anal!  Ban me ass-hole, I am using a public IP in a Starbuck anyways.",threat,   jack and jill   oh come on just because you come from that assretarded prince george and that your dad also happens to be your sister its no reason to be such a fucking pain in the ass maybe you should move to prince rupert if you are that anal  ban me asshole i am using a public ip in a starbuck anyways
"` ::::No your wrong, EVula said it was about personal attacks s/he didn't mention anything about hijacking a page you dumb cunt.  `",threat, no your wrong evula said it was about personal attacks she didnt mention anything about hijacking a page you dumb cunt  
"` ::Anarchism will never be something I will give up on. I actually am  an anarchist. Sounds like, once more, Blah, you have proven you're inablility to use reason. I am saying, and this should be clear in what I wrote, that Proudhon called himself an anarchist, but in fact was not an anarcist. He was by self-admission and all other evidence a socialist. Learn to think, Blah. It's good exercise for the brain.  `",threat, anarchism will never be something i will give up on i actually am  an anarchist sounds like once more blah you have proven youre inablility to use reason i am saying and this should be clear in what i wrote that proudhon called himself an anarchist but in fact was not an anarcist he was by selfadmission and all other evidence a socialist learn to think blah its good exercise for the brain  
   :::::Why don't you just admit you're an imposter?,threat,   why dont you just admit youre an imposter
"@ Hakob Do you know that Wikipedia and Greeks are trying to wipe out every trace of Ottoman history in Greece(also other Balkan states, mostly Christian ones)? Both Wikipedia and tourist guide books in Greece mention Ottoman existence in Greece for a few lines, but they mention Ancient Greece for pages. I went to Kos island and I saw an historical mosque.( Closed of course) There was no sign or no information about it, and even the Ottoman scripts on the mosque was removed. Who is changing the history? Stop your and Wikipedia's anti-Turkish propagandas, you and your fascist president can never gain anything from my land.  ",threat, hakob do you know that wikipedia and greeks are trying to wipe out every trace of ottoman history in greecealso other balkan states mostly christian ones both wikipedia and tourist guide books in greece mention ottoman existence in greece for a few lines but they mention ancient greece for pages i went to kos island and i saw an historical mosque closed of course there was no sign or no information about it and even the ottoman scripts on the mosque was removed who is changing the history stop your and wikipedias antiturkish propagandas you and your fascist president can never gain anything from my land  
